YY,DD,MM,Kick-off,Date of the game,,Country,League,Seasons,ToG,Teams ,,Teams ID,,FT +OT Scores,,,,,,Draw,,,1 q ,,,OT Money Line,,OT Money Line,,OT Money Line,
,,,,GMT (UTC +0),PST (UTC -8),,,,,Home,Away,H,A,H,A,W,215.5,AH,TG,,H,A,H,A,R,matchbook,,pinnacle,,bet365,
,,,,,,,,,,,,,,,,,,,,,,,,,,H,A,H,A,H,A
2019,8,Apr,1:00,4/8/2019 1:00,4/7/2019 17:00,USA,NBA,2018/2019,Regular,Sacramento Kings,New Orleans Pelicans,SAC,NOP,129,133,A,O,4,262,,,,39,32,H,1.15,4.60,1.20,5.20,1.22,4.50
2019,8,Apr,0:30,4/8/2019 0:30,4/7/2019 16:30,USA,NBA,2018/2019,Regular,Golden State Warriors,Los Angeles Clippers,GSW,LAC,131,104,H,O,27,235,,,,32,28,H,1.14,7.20,1.13,7.06,1.10,7.50
2019,7,Apr,23:30,4/7/2019 23:30,4/7/2019 15:30,USA,NBA,2018/2019,Regular,Boston Celtics,Orlando Magic,BOS,ORL,108,116,A,O,8,224,,,,27,27,D,1.41,2.65,1.47,2.93,1.47,2.75
2019,7,Apr,23:30,4/7/2019 23:30,4/7/2019 15:30,USA,NBA,2018/2019,Regular,New York Knicks,Washington Wizards,NYK,WAS,113,110,H,O,3,223,,,,29,23,H,2.31,1.50,2.59,1.56,2.50,1.58
2019,7,Apr,23:00,4/7/2019 23:00,4/7/2019 15:00,USA,NBA,2018/2019,Regular,Houston Rockets,Phoenix Suns,HOU,PHX,149,113,H,O,36,262,,,,34,24,H,1.03,21.00,1.03,20.50,1.04,13.50
2019,7,Apr,23:00,4/7/2019 23:00,4/7/2019 15:00,USA,NBA,2018/2019,Regular,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,115,107,H,O,8,222,,,,28,21,H,1.18,5.80,1.18,5.68,1.11,7.00
2019,7,Apr,22:00,4/7/2019 22:00,4/7/2019 14:00,USA,NBA,2018/2019,Regular,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,127,129,A,O,2,256,OT,112,112,26,24,H,1.80,2.16,1.80,2.13,1.76,2.10
2019,7,Apr,21:00,4/7/2019 21:00,4/7/2019 13:00,USA,NBA,2018/2019,Regular,Indiana Pacers,Brooklyn Nets,IND,BKN,96,108,A,U,12,204,,,,25,31,A,1.56,2.15,1.58,2.54,1.55,2.60
2019,7,Apr,20:00,4/7/2019 20:00,4/7/2019 12:00,USA,NBA,2018/2019,Regular,Detroit Pistons,Charlotte Hornets,DET,CHA,91,104,A,U,13,195,,,,27,32,A,1.41,3.26,1.40,3.22,1.38,3.15
2019,7,Apr,19:30,4/7/2019 19:30,4/7/2019 11:30,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,126,132,A,O,6,258,,,,31,38,A,2.95,1.32,3.06,1.43,3.05,1.40
2019,7,Apr,19:00,4/7/2019 19:00,4/7/2019 11:00,USA,NBA,2018/2019,Regular,Cleveland Cavaliers,San Antonio Spurs,CLE,SAS,90,112,A,U,22,202,,,,24,24,D,4.35,1.27,4.11,1.28,4.25,1.23
2019,7,Apr,16:00,4/7/2019 16:00,4/7/2019 8:00,USA,NBA,2018/2019,Regular,Toronto Raptors,Miami Heat,TOR,MIA,117,109,H,O,8,226,OT,103,103,25,26,A,1.37,2.90,1.43,3.10,1.34,3.35
2019,7,Apr,0:00,4/7/2019 0:00,4/6/2019 16:00,USA,NBA,2018/2019,Regular,Chicago Bulls,Philadelphia 76ers,CHI,PHI,96,116,A,U,20,212,,,,20,24,A,3.74,1.20,4.33,1.26,5.00,1.19
2019,6,Apr,21:00,4/6/2019 21:00,4/6/2019 13:00,USA,NBA,2018/2019,Regular,Milwaukee Bucks,Brooklyn Nets,MIL,BKN,128,133,A,O,5,261,,,,26,34,A,1.32,2.94,1.40,3.22,1.23,4.25
2019,6,Apr,2:30,4/6/2019 2:30,4/5/2019 18:30,USA,NBA,2018/2019,Regular,Denver Nuggets,Portland Trail Blazers,DEN,POR,119,110,H,O,9,229,,,,22,29,A,1.36,2.92,1.41,3.15,1.41,3.00
2019,6,Apr,2:30,4/6/2019 2:30,4/5/2019 18:30,USA,NBA,2018/2019,Regular,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,120,114,H,O,6,234,,,,36,26,H,1.01,8.80,1.05,13.62,1.04,13.50
2019,6,Apr,2:30,4/6/2019 2:30,4/5/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,117,122,A,O,5,239,,,,30,35,A,1.16,6.50,1.16,6.24,1.19,5.00
2019,6,Apr,2:00,4/6/2019 2:00,4/5/2019 18:00,USA,NBA,2018/2019,Regular,Phoenix Suns,New Orleans Pelicans,PHX,NOP,133,126,H,O,7,259,OT,117,117,31,38,A,2.01,1.68,2.14,1.79,2.00,1.83
2019,6,Apr,1:00,4/6/2019 1:00,4/5/2019 17:00,USA,NBA,2018/2019,Regular,Utah Jazz,Sacramento Kings,UTA,SAC,119,98,H,O,21,217,,,,35,20,H,1.16,4.35,1.20,5.16,1.18,5.25
2019,6,Apr,0:30,4/6/2019 0:30,4/5/2019 16:30,USA,NBA,2018/2019,Regular,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,112,122,A,O,10,234,,,,30,31,A,1.45,2.45,1.54,2.66,1.52,2.67
2019,6,Apr,0:00,4/6/2019 0:00,4/5/2019 16:00,USA,NBA,2018/2019,Regular,Houston Rockets,New York Knicks,HOU,NYK,120,96,H,O,24,216,,,,32,16,H,1.01,9.40,1.04,16.28,1.03,15.50
2019,6,Apr,0:00,4/6/2019 0:00,4/5/2019 16:00,USA,NBA,2018/2019,Regular,Indiana Pacers,Boston Celtics,IND,BOS,97,117,A,U,20,214,,,,27,24,H,1.77,1.96,2.04,1.87,2.00,1.83
2019,6,Apr,0:00,4/6/2019 0:00,4/5/2019 16:00,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Miami Heat,MIN,MIA,111,109,H,O,2,220,,,,36,35,H,2.07,1.63,2.14,1.79,2.15,1.74
2019,6,Apr,0:00,4/6/2019 0:00,4/5/2019 16:00,USA,NBA,2018/2019,Regular,Oklahoma City Thunder,Detroit Pistons,OKC,DET,123,110,H,O,13,233,,,,30,34,A,1.29,4.05,1.26,4.34,1.15,5.75
2019,5,Apr,23:00,4/5/2019 23:00,4/5/2019 15:00,USA,NBA,2018/2019,Regular,Charlotte Hornets,Toronto Raptors,CHA,TOR,113,111,H,O,2,224,,,,33,34,A,2.70,1.38,2.77,1.51,2.85,1.44
2019,5,Apr,23:00,4/5/2019 23:00,4/5/2019 15:00,USA,NBA,2018/2019,Regular,Orlando Magic,Atlanta Hawks,ORL,ATL,149,113,H,O,36,262,,,,42,18,H,1.23,3.46,1.30,3.92,1.28,3.75
2019,5,Apr,23:00,4/5/2019 23:00,4/5/2019 15:00,USA,NBA,2018/2019,Regular,Washington Wizards,San Antonio Spurs,WAS,SAS,112,129,A,O,17,241,,,,32,37,A,2.81,1.32,3.09,1.43,3.00,1.41
2019,5,Apr,2:30,4/5/2019 2:30,4/4/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Lakers,Golden State Warriors,LAL,GSW,90,108,A,U,18,198,,,,12,39,A,9.20,1.07,8.98,1.10,8.00,1.09
2019,5,Apr,2:00,4/5/2019 2:00,4/4/2019 18:00,USA,NBA,2018/2019,Regular,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,117,104,H,O,13,221,,,,29,22,H,1.18,4.10,1.24,4.64,1.22,4.50
2019,5,Apr,0:00,4/5/2019 0:00,4/4/2019 16:00,USA,NBA,2018/2019,Regular,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,122,128,A,O,6,250,,,,26,30,A,2.65,1.56,2.83,1.49,2.20,1.71
2019,4,Apr,2:30,4/4/2019 2:30,4/3/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Clippers,Houston Rockets,LAC,HOU,103,135,A,O,32,238,,,,26,39,A,1.94,1.78,1.87,2.04,1.83,2.00
2019,4,Apr,2:00,4/4/2019 2:00,4/3/2019 18:00,USA,NBA,2018/2019,Regular,Phoenix Suns,Utah Jazz,PHX,UTA,97,118,A,U,21,215,,,,31,25,H,5.90,1.18,5.80,1.17,5.00,1.19
2019,4,Apr,2:00,4/4/2019 2:00,4/3/2019 18:00,USA,NBA,2018/2019,Regular,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,116,89,H,U,27,205,,,,28,30,A,1.14,4.75,1.16,6.17,1.15,5.75
2019,4,Apr,1:00,4/4/2019 1:00,4/3/2019 17:00,USA,NBA,2018/2019,Regular,Denver Nuggets,San Antonio Spurs,DEN,SAS,113,85,H,U,28,198,,,,28,24,H,1.55,2.68,1.54,2.66,1.54,2.65
2019,4,Apr,0:30,4/4/2019 0:30,4/3/2019 16:30,USA,NBA,2018/2019,Regular,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,108,110,A,O,2,218,,,,27,32,A,1.74,1.92,1.85,2.07,1.95,1.86
2019,4,Apr,0:00,4/4/2019 0:00,4/3/2019 16:00,USA,NBA,2018/2019,Regular,New Orleans Pelicans,Charlotte Hornets,NOP,CHA,109,115,A,O,6,224,,,,21,24,A,2.23,1.53,2.45,1.62,2.30,1.66
2019,3,Apr,23:30,4/3/2019 23:30,4/3/2019 15:30,USA,NBA,2018/2019,Regular,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,130,122,H,O,8,252,,,,42,38,H,2.39,1.50,2.54,1.58,3.00,1.41
2019,3,Apr,23:30,4/3/2019 23:30,4/3/2019 15:30,USA,NBA,2018/2019,Regular,Brooklyn Nets,Toronto Raptors,BKN,TOR,105,115,A,O,10,220,,,,22,34,A,2.00,1.72,2.00,1.90,2.10,1.76
2019,3,Apr,23:30,4/3/2019 23:30,4/3/2019 15:30,USA,NBA,2018/2019,Regular,Miami Heat,Boston Celtics,MIA,BOS,102,112,A,U,10,214,,,,31,29,H,1.96,1.96,2.00,1.91,2.20,1.71
2019,3,Apr,23:00,4/3/2019 23:00,4/3/2019 15:00,USA,NBA,2018/2019,Regular,Detroit Pistons,Indiana Pacers,DET,IND,89,108,A,U,19,197,,,,15,18,A,1.65,2.44,1.64,2.42,1.76,2.10
2019,3,Apr,23:00,4/3/2019 23:00,4/3/2019 15:00,USA,NBA,2018/2019,Regular,Orlando Magic,New York Knicks,ORL,NYK,114,100,H,U,14,214,,,,26,26,D,1.05,5.90,1.11,8.36,1.10,7.50
2019,3,Apr,23:00,4/3/2019 23:00,4/3/2019 15:00,USA,NBA,2018/2019,Regular,Washington Wizards,Chicago Bulls,WAS,CHI,114,115,A,O,1,229,,,,28,26,H,1.11,5.30,1.16,6.28,1.14,6.00
2019,3,Apr,2:30,4/3/2019 2:30,4/2/2019 18:30,USA,NBA,2018/2019,Regular,Golden State Warriors,Denver Nuggets,GSW,DEN,116,102,H,O,14,218,,,,30,24,H,1.22,3.46,1.26,4.30,1.27,3.80
2019,3,Apr,2:00,4/3/2019 2:00,4/2/2019 18:00,USA,NBA,2018/2019,Regular,Sacramento Kings,Houston Rockets,SAC,HOU,105,130,A,O,25,235,,,,23,33,A,2.57,1.41,2.86,1.48,2.80,1.45
2019,3,Apr,0:30,4/3/2019 0:30,4/2/2019 16:30,USA,NBA,2018/2019,Regular,San Antonio Spurs,Atlanta Hawks,SAS,ATL,117,111,H,O,6,228,,,,33,31,H,1.14,4.65,1.18,5.74,1.16,5.50
2019,3,Apr,0:00,4/3/2019 0:00,4/2/2019 16:00,USA,NBA,2018/2019,Regular,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,119,103,H,O,16,222,,,,34,28,H,1.08,6.30,1.11,8.33,1.12,6.50
2019,2,Apr,2:00,4/2/2019 2:00,4/1/2019 18:00,USA,NBA,2018/2019,Regular,Phoenix Suns,Cleveland Cavaliers,PHX,CLE,122,113,H,O,9,235,,,,31,23,H,1.69,2.04,1.81,2.11,1.66,2.30
2019,2,Apr,1:00,4/2/2019 1:00,4/1/2019 17:00,USA,NBA,2018/2019,Regular,Utah Jazz,Charlotte Hornets,UTA,CHA,111,102,H,U,9,213,,,,26,23,H,1.13,7.30,1.13,7.04,1.13,6.25
2019,2,Apr,0:30,4/2/2019 0:30,4/1/2019 16:30,USA,NBA,2018/2019,Regular,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,122,102,H,O,20,224,,,,27,32,A,3.02,1.31,3.39,1.37,3.50,1.32
2019,2,Apr,0:00,4/2/2019 0:00,4/1/2019 16:00,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,122,132,A,O,10,254,,,,23,38,A,2.39,1.53,2.48,1.61,2.45,1.60
2019,1,Apr,23:30,4/1/2019 23:30,4/1/2019 15:30,USA,NBA,2018/2019,Regular,Boston Celtics,Miami Heat,BOS,MIA,110,105,H,U,5,215,,,,36,17,H,1.30,2.96,1.36,3.44,1.32,3.50
2019,1,Apr,23:30,4/1/2019 23:30,4/1/2019 15:30,USA,NBA,2018/2019,Regular,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,121,131,A,O,10,252,,,,20,35,A,2.03,1.61,2.25,1.72,2.50,1.58
2019,1,Apr,23:30,4/1/2019 23:30,4/1/2019 15:30,USA,NBA,2018/2019,Regular,New York Knicks,Chicago Bulls,NYK,CHI,113,105,H,O,8,218,,,,37,19,H,1.53,2.20,1.68,2.33,1.66,2.30
2019,1,Apr,23:30,4/1/2019 23:30,4/1/2019 15:30,USA,NBA,2018/2019,Regular,Toronto Raptors,Orlando Magic,TOR,ORL,121,109,H,O,12,230,,,,29,36,A,1.27,3.32,1.36,3.48,1.23,4.25
2019,1,Apr,23:00,4/1/2019 23:00,4/1/2019 15:00,USA,NBA,2018/2019,Regular,Indiana Pacers,Detroit Pistons,IND,DET,111,102,H,U,9,213,,,,23,33,A,1.35,2.91,1.44,3.01,1.40,3.10
2019,1,Apr,2:30,4/1/2019 2:30,3/31/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,113,96,H,U,17,209,,,,25,19,H,1.23,4.20,1.25,4.50,1.25,4.20
2019,1,Apr,0:30,4/1/2019 0:30,3/31/2019 16:30,USA,NBA,2018/2019,Regular,Golden State Warriors,Charlotte Hornets,GSW,CHA,137,90,H,O,47,227,,,,35,27,H,1.07,5.50,1.12,7.65,1.10,7.25
2019,1,Apr,0:00,4/1/2019 0:00,3/31/2019 16:00,USA,NBA,2018/2019,Regular,Denver Nuggets,Washington Wizards,DEN,WAS,90,95,A,U,5,185,,,,34,23,H,1.16,5.40,1.17,5.80,1.13,6.25
2019,31,Mar,23:00,3/31/2019 23:00,3/31/2019 15:00,USA,NBA,2018/2019,Regular,San Antonio Spurs,Sacramento Kings,SAS,SAC,106,113,A,O,7,219,,,,30,28,H,1.23,4.80,1.23,4.73,1.22,4.50
2019,31,Mar,22:00,3/31/2019 22:00,3/31/2019 14:00,USA,NBA,2018/2019,Regular,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,102,130,A,O,28,232,,,,26,26,D,1.47,2.51,1.58,2.54,1.71,2.20
2019,31,Mar,19:30,3/31/2019 19:30,3/31/2019 11:30,USA,NBA,2018/2019,Regular,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,103,106,A,U,3,209,,,,24,31,A,1.09,5.70,1.12,7.55,1.10,7.25
2019,31,Mar,16:30,3/31/2019 16:30,3/31/2019 8:30,USA,NBA,2018/2019,Regular,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,136,135,H,O,1,271,OT,122,122,26,43,A,3.00,1.37,3.66,1.33,2.90,1.43
2019,31,Mar,2:00,3/31/2019 2:00,3/30/2019 18:00,USA,NBA,2018/2019,Regular,Phoenix Suns,Memphis Grizzlies,PHX,MEM,115,120,A,O,5,235,,,,38,23,H,2.04,1.88,2.02,1.88,2.00,1.83
2019,31,Mar,0:00,3/31/2019 0:00,3/30/2019 16:00,USA,NBA,2018/2019,Regular,Chicago Bulls,Toronto Raptors,CHI,TOR,101,124,A,O,23,225,,,,28,26,H,4.45,1.12,5.17,1.20,6.00,1.14
2019,31,Mar,0:00,3/31/2019 0:00,3/30/2019 16:00,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,109,118,A,O,9,227,,,,20,38,A,2.44,1.51,2.66,1.54,2.75,1.47
2019,30,Mar,23:30,3/30/2019 23:30,3/30/2019 15:30,USA,NBA,2018/2019,Regular,New York Knicks,Miami Heat,NYK,MIA,92,100,A,U,8,192,,,,33,29,H,3.06,1.28,3.50,1.35,3.00,1.41
2019,30,Mar,23:00,3/30/2019 23:00,3/30/2019 15:00,USA,NBA,2018/2019,Regular,Detroit Pistons,Portland Trail Blazers,DET,POR,99,90,H,U,9,189,,,,11,14,A,1.39,2.61,1.49,2.85,1.47,2.75
2019,30,Mar,23:00,3/30/2019 23:00,3/30/2019 15:00,USA,NBA,2018/2019,Regular,Indiana Pacers,Orlando Magic,IND,ORL,116,121,A,O,5,237,,,,28,32,A,1.75,2.23,1.74,2.22,1.74,2.15
2019,30,Mar,22:00,3/30/2019 22:00,3/30/2019 14:00,USA,NBA,2018/2019,Regular,Brooklyn Nets,Boston Celtics,BKN,BOS,110,96,H,U,14,206,,,,17,21,A,1.74,1.92,1.85,2.06,2.10,1.76
2019,30,Mar,22:00,3/30/2019 22:00,3/30/2019 14:00,USA,NBA,2018/2019,Regular,Houston Rockets,Sacramento Kings,HOU,SAC,119,108,H,O,11,227,,,,35,32,H,1.14,4.90,1.19,5.50,1.18,5.25
2019,30,Mar,19:30,3/30/2019 19:30,3/30/2019 11:30,USA,NBA,2018/2019,Regular,Los Angeles Clippers,Cleveland Cavaliers,LAC,CLE,132,108,H,O,24,240,,,,29,29,D,1.19,4.20,1.21,5.13,1.19,5.00
2019,30,Mar,2:30,3/30/2019 2:30,3/29/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Lakers,Charlotte Hornets,LAL,CHA,129,115,H,O,14,244,,,,33,35,A,1.98,1.71,2.19,1.76,2.15,1.74
2019,30,Mar,1:00,3/30/2019 1:00,3/29/2019 17:00,USA,NBA,2018/2019,Regular,Utah Jazz,Washington Wizards,UTA,WAS,128,124,H,O,4,252,,,,39,30,H,1.07,5.90,1.12,7.55,1.11,7.00
2019,30,Mar,0:00,3/30/2019 0:00,3/29/2019 16:00,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Golden State Warriors,MIN,GSW,131,130,H,O,1,261,OT,115,115,27,32,A,4.15,1.18,4.90,1.22,5.00,1.19
2019,30,Mar,0:00,3/30/2019 0:00,3/29/2019 16:00,USA,NBA,2018/2019,Regular,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,105,115,A,O,10,220,,,,29,33,A,1.53,2.20,1.49,2.85,1.50,2.70
2019,29,Mar,23:30,3/29/2019 23:30,3/29/2019 15:30,USA,NBA,2018/2019,Regular,Atlanta Hawks,Portland Trail Blazers,ATL,POR,98,118,A,O,20,216,,,,30,38,A,2.16,1.60,2.24,1.73,2.25,1.68
2019,29,Mar,23:00,3/29/2019 23:00,3/29/2019 15:00,USA,NBA,2018/2019,Regular,Boston Celtics,Indiana Pacers,BOS,IND,114,112,H,O,2,226,,,,35,25,H,1.36,3.04,1.39,3.27,1.38,3.15
2019,29,Mar,0:30,3/29/2019 0:30,3/28/2019 16:30,USA,NBA,2018/2019,Regular,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,116,110,H,O,6,226,,,,27,28,A,1.04,7.60,1.12,7.71,1.09,8.00
2019,29,Mar,0:00,3/29/2019 0:00,3/28/2019 16:00,USA,NBA,2018/2019,Regular,Houston Rockets,Denver Nuggets,HOU,DEN,112,85,H,U,27,197,,,,22,25,A,1.44,2.56,1.51,2.78,1.50,2.70
2019,29,Mar,0:00,3/29/2019 0:00,3/28/2019 16:00,USA,NBA,2018/2019,Regular,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC,128,118,H,O,10,246,,,,28,25,H,1.21,3.66,1.29,4.06,1.27,3.90
2019,29,Mar,0:00,3/29/2019 0:00,3/28/2019 16:00,USA,NBA,2018/2019,Regular,New Orleans Pelicans,Sacramento Kings,NOP,SAC,121,118,H,O,3,239,,,,30,26,H,2.26,1.59,2.49,1.61,2.25,1.68
2019,28,Mar,23:30,3/28/2019 23:30,3/28/2019 15:30,USA,NBA,2018/2019,Regular,Miami Heat,Dallas Mavericks,MIA,DAL,105,99,H,U,6,204,,,,26,29,A,1.37,3.48,1.34,3.59,1.32,3.45
2019,28,Mar,23:30,3/28/2019 23:30,3/28/2019 15:30,USA,NBA,2018/2019,Regular,New York Knicks,Toronto Raptors,NYK,TOR,92,117,A,U,25,209,,,,18,30,A,5.70,1.11,6.54,1.15,6.25,1.13
2019,28,Mar,23:00,3/28/2019 23:00,3/28/2019 15:00,USA,NBA,2018/2019,Regular,Detroit Pistons,Orlando Magic,DET,ORL,115,98,H,U,17,213,,,,30,27,H,1.57,2.32,1.63,2.43,1.62,2.40
2019,28,Mar,23:00,3/28/2019 23:00,3/28/2019 15:00,USA,NBA,2018/2019,Regular,Philadelphia 76ers,Brooklyn Nets,PHI,BKN,123,110,H,O,13,233,,,,38,23,H,1.28,3.64,1.30,3.92,1.26,4.00
2019,28,Mar,2:30,3/28/2019 2:30,3/27/2019 18:30,USA,NBA,2018/2019,Regular,Utah Jazz,Los Angeles Lakers,UTA,LAL,115,100,H,U,15,215,,,,32,25,H,1.07,12.00,1.07,11.51,1.10,7.50
2019,28,Mar,2:00,3/28/2019 2:00,3/27/2019 18:00,USA,NBA,2018/2019,Regular,Phoenix Suns,Washington Wizards,PHX,WAS,121,124,A,O,3,245,,,,30,27,H,2.16,1.80,2.04,1.87,2.05,1.80
2019,28,Mar,0:00,3/28/2019 0:00,3/27/2019 16:00,USA,NBA,2018/2019,Regular,Chicago Bulls,Portland Trail Blazers,CHI,POR,98,118,A,O,20,216,,,,14,27,A,3.48,1.37,3.45,1.36,2.85,1.44
2019,28,Mar,0:00,3/28/2019 0:00,3/27/2019 16:00,USA,NBA,2018/2019,Regular,Memphis Grizzlies,Golden State Warriors,MEM,GSW,103,118,A,O,15,221,,,,37,31,H,5.40,1.20,5.54,1.19,6.50,1.12
2019,28,Mar,0:00,3/28/2019 0:00,3/27/2019 16:00,USA,NBA,2018/2019,Regular,Oklahoma City Thunder,Indiana Pacers,OKC,IND,107,99,H,U,8,206,,,,29,27,H,1.36,2.77,1.42,3.11,1.40,3.05
2019,27,Mar,2:30,3/27/2019 2:30,3/26/2019 18:30,USA,NBA,2018/2019,Regular,Los Angeles Lakers,Washington Wizards,LAL,WAS,124,106,H,O,18,230,,,,34,29,H,1.64,2.01,1.87,2.04,1.83,2.00
2019,27,Mar,1:00,3/27/2019 1:00,3/26/2019 17:00,USA,NBA,2018/2019,Regular,Denver Nuggets,Detroit Pistons,DEN,DET,95,92,H,U,3,187,,,,27,9,H,1.28,3.30,1.36,3.48,1.34,3.35
2019,27,Mar,0:30,3/27/2019 0:30,3/26/2019 16:30,USA,NBA,2018/2019,Regular,Dallas Mavericks,Sacramento Kings,DAL,SAC,121,125,A,O,4,246,,,,23,25,A,1.93,1.81,2.02,1.88,2.00,1.83
2019,27,Mar,0:00,3/27/2019 0:00,3/26/2019 16:00,USA,NBA,2018/2019,Regular,Milwaukee Bucks,Houston Rockets,MIL,HOU,108,94,H,U,14,202,,,,20,25,A,1.54,2.28,1.63,2.44,1.58,2.50
2019,27,Mar,0:00,3/27/2019 0:00,3/26/2019 16:00,USA,NBA,2018/2019,Regular,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,111,122,A,O,11,233,,,,23,42,A,2.09,1.62,2.14,1.79,2.10,1.76
2019,27,Mar,0:00,3/27/2019 0:00,3/26/2019 16:00,USA,NBA,2018/2019,Regular,New Orleans Pelicans,Atlanta Hawks,NOP,ATL,120,130,A,O,10,250,,,,34,42,A,1.75,1.89,1.91,2.00,1.86,1.95
2019,26,Mar,23:30,3/26/2019 23:30,3/26/2019 15:30,USA,NBA,2018/2019,Regular,Miami Heat,Orlando Magic,MIA,ORL,99,104,A,U,5,203,,,,32,18,H,1.41,2.57,1.46,2.93,1.45,2.80
2019,26,Mar,23:30,3/26/2019 23:30,3/26/2019 15:30,USA,NBA,2018/2019,Regular,Toronto Raptors,Chicago Bulls,TOR,CHI,112,103,H,U,9,215,,,,26,18,H,1.10,9.50,1.10,8.98,1.07,9.00
2019,26,Mar,23:00,3/26/2019 23:00,3/26/2019 15:00,USA,NBA,2018/2019,Regular,Charlotte Hornets,San Antonio Spurs,CHA,SAS,125,116,H,O,9,241,OT,106,106,29,23,H,2.13,1.56,2.33,1.68,2.30,1.66
2019,26,Mar,23:00,3/26/2019 23:00,3/26/2019 15:00,USA,NBA,2018/2019,Regular,Cleveland Cavaliers,Boston Celtics,CLE,BOS,106,116,A,O,10,222,,,,27,32,A,3.00,1.46,2.93,1.47,3.25,1.36
2019,26,Mar,2:00,3/26/2019 2:00,3/25/2019 18:00,USA,NBA,2018/2019,Regular,Portland Trail Blazers,Brooklyn Nets,POR,BKN,148,144,H,O,4,292,OT,120,120,31,27,H,1.35,2.77,1.42,3.11,1.40,3.05
2019,26,Mar,1:00,3/26/2019 1:00,3/25/2019 17:00,USA,NBA,2018/2019,Regular,Utah Jazz,Phoenix Suns,UTA,PHX,125,92,H,O,33,217,,,,26,21,H,1.02,7.80,1.07,11.25,1.05,12.25
2019,26,Mar,0:00,3/26/2019 0:00,3/25/2019 16:00,USA,NBA,2018/2019,Regular,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC,115,103,H,O,12,218,,,,31,23,H,2.72,1.39,2.99,1.45,2.95,1.42
2019,25,Mar,23:00,3/25/2019 23:00,3/25/2019 15:00,USA,NBA,2018/2019,Regular,Orlando Magic,Philadelphia 76ers,ORL,PHI,119,98,H,O,21,217,,,,31,31,D,2.02,1.65,2.17,1.78,2.15,1.74
2019,25,Mar,1:30,3/25/2019 1:30,3/24/2019 17:30,USA,NBA,2018/2019,Regular,Los Angeles Lakers,Sacramento Kings,LAL,SAC,111,106,H,O,5,217,,,,22,20,H,2.07,1.86,2.08,1.84,2.55,1.57
2019,25,Mar,0:30,3/25/2019 0:30,3/24/2019 16:30,USA,NBA,2018/2019,Regular,Golden State Warriors,Detroit Pistons,GSW,DET,121,114,H,O,7,235,,,,29,28,H,1.12,4.75,1.18,5.74,1.11,7.00
2019,24,Mar,23:30,3/24/2019 23:30,3/24/2019 15:30,USA,NBA,2018/2019,Regular,Boston Celtics,San Antonio Spurs,BOS,SAS,96,115,A,U,19,211,,,,24,31,A,1.75,1.88,1.80,2.13,1.71,2.20
2019,24,Mar,23:00,3/24/2019 23:00,3/24/2019 15:00,USA,NBA,2018/2019,Regular,New Orleans Pelicans,Houston Rockets,NOP,HOU,90,113,A,U,23,203,,,,19,33,A,4.00,1.18,4.18,1.27,5.00,1.19
2019,24,Mar,22:00,3/24/2019 22:00,3/24/2019 14:00,USA,NBA,2018/2019,Regular,Toronto Raptors,Charlotte Hornets,TOR,CHA,114,115,A,O,1,229,,,,32,27,H,1.20,3.96,1.22,4.90,1.15,5.75
2019,24,Mar,21:00,3/24/2019 21:00,3/24/2019 13:00,USA,NBA,2018/2019,Regular,Indiana Pacers,Denver Nuggets,IND,DEN,124,88,H,U,36,212,,,,27,23,H,1.92,1.78,2.00,1.91,2.00,1.83
