YY,DD,MM,Kick-off,Date of the game,,Country,League,Seasons,ToG,Teams ,,Teams ID,,FT +OT Scores,,,,,,Draw,,,1 q ,,,OT Money Line,,OT Money Line,,OT Money Line,
,,,,GMT (UTC +0),PST (UTC -8),,,,,Home,Away,H,A,H,A,W,215.5,AH,TG,,H,A,H,A,R,matchbook,,pinnacle,,bet365,
,,,,,,,,,,,,,,,,,,,,,,,,,,H,A,H,A,H,A
2013,19,Dec,2:30,12/19/2013 2:30,12/18/2013 18:30,USA,NBA ,2013/2014,Regular,Houston Rockets,Chicago Bulls,HOU,CHI,109,94,H,U,15,203,,,,24,16,H,1.35,3.22,1.39,3.29,1.35,3.30
2013,19,Dec,2:00,12/19/2013 2:00,12/18/2013 18:00,USA,NBA ,2013/2014,Regular,Phoenix Suns,San Antonio Spurs,PHX,SAS,101,108,A,U,7,209,,,,34,29,H,2.24,1.65,2.30,1.69,2.20,1.71
2013,19,Dec,1:30,12/19/2013 1:30,12/18/2013 17:30,USA,NBA ,2013/2014,Regular,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,105,91,H,U,14,196,,,,27,21,H,1.16,5.40,1.18,5.56,1.18,5.25
2013,19,Dec,1:00,12/19/2013 1:00,12/18/2013 17:00,USA,NBA ,2013/2014,Regular,Milwaukee Bucks,New York Knicks,MIL,NYK,101,107,A,U,6,208,OT,87,87,22,24,A,2.23,1.66,2.26,1.72,2.10,1.76
2013,19,Dec,1:00,12/19/2013 1:00,12/18/2013 17:00,USA,NBA ,2013/2014,Regular,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,120,109,H,O,11,229,,,,31,22,H,1.82,2.00,1.86,2.05,1.80,2.05
2013,19,Dec,0:30,12/19/2013 0:30,12/18/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Sacramento Kings,ATL,SAC,124,107,H,O,17,231,,,,28,26,H,1.27,3.82,1.30,3.92,1.29,3.70
2013,19,Dec,0:30,12/19/2013 0:30,12/18/2013 16:30,USA,NBA ,2013/2014,Regular,Boston Celtics,Detroit Pistons,BOS,DET,106,107,A,U,1,213,,,,42,23,H,1.88,1.93,1.93,1.97,1.86,1.95
2013,19,Dec,0:30,12/19/2013 0:30,12/18/2013 16:30,USA,NBA ,2013/2014,Regular,Brooklyn Nets,Washington Wizards,BKN,WAS,107,113,A,O,6,220,,,,28,30,A,1.48,2.66,1.52,2.73,1.50,2.70
2013,19,Dec,0:00,12/19/2013 0:00,12/18/2013 16:00,USA,NBA ,2013/2014,Regular,Miami Heat,Indiana Pacers,MIA,IND,97,94,H,U,3,191,,,,22,26,A,1.58,2.55,1.59,2.53,1.58,2.50
2013,19,Dec,0:00,12/19/2013 0:00,12/18/2013 16:00,USA,NBA ,2013/2014,Regular,Orlando Magic,Utah Jazz,ORL,UTA,82,86,A,U,4,168,,,,20,27,A,1.64,2.41,1.63,2.43,1.60,2.45
2013,19,Dec,0:00,12/19/2013 0:00,12/18/2013 16:00,USA,NBA ,2013/2014,Regular,Toronto Raptors,Charlotte Hornets,TOR,CHA,102,104,A,U,2,206,OT,95,95,15,18,A,1.46,2.11,1.45,2.99,1.43,2.90
2013,18,Dec,3:30,12/18/2013 3:30,12/17/2013 19:30,USA,NBA ,2013/2014,Regular,Golden State Warriors,New Orleans Pelicans,GSW,NOP,104,93,H,U,11,197,,,,26,19,H,1.26,2.14,1.27,4.18,1.27,3.90
2013,18,Dec,2:00,12/18/2013 2:00,12/17/2013 18:00,USA,NBA ,2013/2014,Regular,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,93,105,A,U,12,198,,,,24,29,A,2.25,1.72,2.27,1.71,2.30,1.66
2013,18,Dec,1:00,12/18/2013 1:00,12/17/2013 17:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,92,96,A,U,4,188,,,,24,34,A,1.72,2.33,1.69,2.30,1.66,2.30
2013,18,Dec,0:00,12/18/2013 0:00,12/17/2013 16:00,USA,NBA ,2013/2014,Regular,Charlotte Hornets,Sacramento Kings,CHA,SAC,95,87,H,U,8,182,,,,35,22,H,1.77,2.17,1.81,2.12,1.76,2.10
2013,18,Dec,0:00,12/18/2013 0:00,12/17/2013 16:00,USA,NBA ,2013/2014,Regular,Cleveland Cavaliers,Portland Trail Blazers,CLE,POR,116,119,A,O,3,235,,,,28,26,H,2.66,1.54,2.66,1.54,2.65,1.54
2013,17,Dec,3:30,12/17/2013 3:30,12/16/2013 19:30,USA,NBA ,2013/2014,Regular,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,115,92,H,U,23,207,,,,21,28,A,2.17,1.76,2.15,1.79,2.25,1.68
2013,17,Dec,1:00,12/17/2013 1:00,12/16/2013 17:00,USA,NBA ,2013/2014,Regular,Chicago Bulls,Orlando Magic,CHI,ORL,82,83,A,U,1,165,,,,14,21,A,1.37,3.56,1.34,3.60,1.32,3.50
2013,17,Dec,0:30,12/17/2013 0:30,12/16/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Los Angeles Lakers,ATL,LAL,114,100,H,U,14,214,,,,20,28,A,1.50,2.14,1.48,2.88,1.45,2.80
2013,17,Dec,0:30,12/17/2013 0:30,12/16/2013 16:30,USA,NBA ,2013/2014,Regular,Boston Celtics,Minnesota Timberwolves,BOS,MIN,101,97,H,U,4,198,,,,29,21,H,2.13,1.79,2.09,1.83,2.10,1.76
2013,17,Dec,0:30,12/17/2013 0:30,12/16/2013 16:30,USA,NBA ,2013/2014,Regular,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,130,94,H,O,36,224,,,,32,22,H,1.19,5.80,1.18,5.61,1.16,5.50
2013,17,Dec,0:30,12/17/2013 0:30,12/16/2013 16:30,USA,NBA ,2013/2014,Regular,Miami Heat,Utah Jazz,MIA,UTA,117,94,H,U,23,211,,,,26,20,H,1.08,2.08,1.08,9.65,1.07,9.50
2013,17,Dec,0:30,12/17/2013 0:30,12/16/2013 16:30,USA,NBA ,2013/2014,Regular,New York Knicks,Washington Wizards,NYK,WAS,101,102,A,U,1,203,,,,21,26,A,1.69,2.38,1.68,2.32,1.66,2.30
2013,17,Dec,0:00,12/17/2013 0:00,12/16/2013 16:00,USA,NBA ,2013/2014,Regular,Indiana Pacers,Detroit Pistons,IND,DET,96,101,A,U,5,197,,,,28,31,A,1.16,2.15,1.18,5.65,1.14,6.00
2013,16,Dec,1:00,12/16/2013 1:00,12/15/2013 17:00,USA,NBA ,2013/2014,Regular,Denver Nuggets,New Orleans Pelicans,DEN,NOP,102,93,H,U,9,195,,,,24,27,A,1.40,2.09,1.40,3.22,1.38,3.15
2013,16,Dec,1:00,12/16/2013 1:00,12/15/2013 17:00,USA,NBA ,2013/2014,Regular,Phoenix Suns,Golden State Warriors,PHX,GSW,106,102,H,U,4,208,,,,33,27,H,1.86,1.86,1.98,1.93,2.00,1.83
2013,16,Dec,0:00,12/16/2013 0:00,12/15/2013 16:00,USA,NBA ,2013/2014,Regular,Oklahoma City Thunder,Orlando Magic,OKC,ORL,101,98,H,U,3,199,,,,28,22,H,1.07,2.12,1.06,12.50,1.06,10.50
2013,15,Dec,23:00,12/15/2013 23:00,12/15/2013 15:00,USA,NBA ,2013/2014,Regular,Detroit Pistons,Portland Trail Blazers,DET,POR,109,111,A,O,2,220,OT,99,99,22,29,A,2.47,1.55,2.53,1.59,2.45,1.60
2013,15,Dec,23:00,12/15/2013 23:00,12/15/2013 15:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,93,101,A,U,8,194,,,,17,28,A,2.12,1.66,2.31,1.69,2.30,1.66
2013,15,Dec,23:00,12/15/2013 23:00,12/15/2013 15:00,USA,NBA ,2013/2014,Regular,Sacramento Kings,Houston Rockets,SAC,HOU,106,91,H,U,15,197,,,,28,28,D,2.95,1.41,3.27,1.39,3.10,1.40
2013,15,Dec,2:00,12/15/2013 2:00,12/14/2013 18:00,USA,NBA ,2013/2014,Regular,Utah Jazz,San Antonio Spurs,UTA,SAS,84,100,A,U,16,184,,,,17,23,A,4.00,1.31,4.46,1.25,3.60,1.31
2013,15,Dec,1:30,12/15/2013 1:30,12/14/2013 17:30,USA,NBA ,2013/2014,Regular,Dallas Mavericks,Milwaukee Bucks,DAL,MIL,106,93,H,U,13,199,,,,38,26,H,1.10,9.40,1.10,8.60,1.09,8.00
2013,15,Dec,2:00,12/15/2013 1:00,12/14/2013 17:00,USA,NBA ,2013/2014,Regular,Chicago Bulls,Toronto Raptors,CHI,TOR,77,99,A,U,22,176,,,,21,24,A,1.83,2.16,1.88,2.02,1.80,2.05
2013,15,Dec,1:00,12/15/2013 1:00,12/14/2013 17:00,USA,NBA ,2013/2014,Regular,Philadelphia 76ers,Portland Trail Blazers,PHI,POR,105,139,A,O,34,244,,,,34,32,H,6.20,1.18,6.09,1.16,5.75,1.15
2013,15,Dec,0:30,12/15/2013 0:30,12/14/2013 16:30,USA,NBA ,2013/2014,Regular,Miami Heat,Cleveland Cavaliers,MIA,CLE,114,107,H,O,7,221,,,,35,29,H,1.08,2.10,1.10,8.95,1.09,8.00
2013,15,Dec,9:30,12/15/2013 0:30,12/14/2013 16:30,USA,NBA ,2013/2014,Regular,New York Knicks,Atlanta Hawks,NYK,ATL,111,106,H,O,5,217,,,,26,22,H,2.02,1.88,1.91,2.00,1.95,1.86
2013,15,Dec,0:00,12/15/2013 0:00,12/14/2013 16:00,USA,NBA ,2013/2014,Regular,Charlotte Hornets,Los Angeles Lakers,CHA,LAL,85,88,A,U,3,173,,,,23,22,H,1.77,2.29,1.69,2.31,1.71,2.20
2013,15,Dec,0:00,12/15/2013 0:00,12/14/2013 16:00,USA,NBA ,2013/2014,Regular,Washington Wizards,Los Angeles Clippers,WAS,LAC,97,113,A,U,16,210,,,,28,34,A,2.07,1.58,2.64,1.55,2.60,1.55
2013,14,Dec,3:30,12/14/2013 3:30,12/13/2013 19:30,USA,NBA ,2013/2014,Regular,Golden State Warriors,Houston Rockets,GSW,HOU,112,116,A,O,4,228,,,,29,30,A,1.66,2.44,1.64,2.41,1.62,2.40
2013,14,Dec,2:00,12/14/2013 2:00,12/13/2013 18:00,USA,NBA ,2013/2014,Regular,Denver Nuggets,Utah Jazz,DEN,UTA,93,103,A,U,10,196,,,,28,33,A,1.16,6.70,1.15,6.46,1.15,5.75
2013,14,Dec,2:00,12/14/2013 2:00,12/13/2013 18:00,USA,NBA ,2013/2014,Regular,Phoenix Suns,Sacramento Kings,PHX,SAC,116,107,H,O,9,223,,,,28,34,A,1.42,2.09,1.43,3.10,1.40,3.10
2013,14,Dec,1:30,12/14/2013 1:30,12/13/2013 17:30,USA,NBA ,2013/2014,Regular,Milwaukee Bucks,Chicago Bulls,MIL,CHI,90,91,A,U,1,181,,,,18,26,A,2.41,1.68,2.39,1.65,2.35,1.64
2013,14,Dec,1:30,12/14/2013 1:30,12/13/2013 17:30,USA,NBA ,2013/2014,Regular,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,117,110,H,O,7,227,,,,27,30,A,1.22,2.07,1.24,4.58,1.22,4.50
2013,14,Dec,1:00,12/14/2013 1:00,12/13/2013 17:00,USA,NBA ,2013/2014,Regular,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,104,98,H,U,6,202,,,,26,34,A,1.58,2.67,1.55,2.64,1.54,2.65
2013,14,Dec,1:00,12/14/2013 1:00,12/13/2013 17:00,USA,NBA ,2013/2014,Regular,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,122,97,H,O,25,219,,,,38,28,H,1.11,2.17,1.09,9.27,1.07,9.50
2013,14,Dec,0:30,12/14/2013 0:30,12/13/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Washington Wizards,ATL,WAS,101,99,H,U,2,200,OT,86,86,21,19,H,1.49,2.98,1.44,3.01,1.41,3.00
2013,14,Dec,0:30,12/14/2013 0:30,12/13/2013 16:30,USA,NBA ,2013/2014,Regular,Boston Celtics,New York Knicks,BOS,NYK,90,86,H,U,4,176,,,,29,26,H,1.58,2.65,1.56,2.62,1.52,2.67
2013,14,Dec,0:30,12/14/2013 0:30,12/13/2013 16:30,USA,NBA ,2013/2014,Regular,Detroit Pistons,Brooklyn Nets,DET,BKN,103,99,H,U,4,202,,,,23,24,A,1.48,2.87,1.43,3.05,1.40,3.05
2013,14,Dec,0:00,12/14/2013 0:00,12/13/2013 16:00,USA,NBA ,2013/2014,Regular,Indiana Pacers,Charlotte Hornets,IND,CHA,99,94,H,U,5,193,,,,27,25,H,1.10,2.08,1.10,8.60,1.10,7.50
2013,14,Dec,0:00,12/14/2013 0:00,12/13/2013 16:00,USA,NBA ,2013/2014,Regular,Orlando Magic,Cleveland Cavaliers,ORL,CLE,100,109,A,U,9,209,,,,28,19,H,1.77,2.23,1.74,2.22,1.74,2.15
2013,14,Dec,0:00,12/14/2013 0:00,12/13/2013 16:00,USA,NBA ,2013/2014,Regular,Toronto Raptors,Philadelphia 76ers,TOR,PHI,108,100,H,U,8,208,,,,36,21,H,1.24,2.07,1.26,4.30,1.26,4.00
2013,13,Dec,3:30,12/13/2013 3:30,12/12/2013 19:30,USA,NBA ,2013/2014,Regular,Portland Trail Blazers,Houston Rockets,POR,HOU,111,104,H,U,7,215,,,,21,20,H,1.63,2.09,1.65,2.40,1.64,2.35
2013,13,Dec,1:00,12/13/2013 1:00,12/12/2013 17:00,USA,NBA ,2013/2014,Regular,Brooklyn Nets,Los Angeles Clippers,BKN,LAC,102,93,H,U,9,195,,,,20,25,A,2.00,1.72,2.25,1.72,2.20,1.71
2013,12,Dec,3:30,12/12/2013 3:30,12/11/2013 19:30,USA,NBA ,2013/2014,Regular,Golden State Warriors,Dallas Mavericks,GSW,DAL,95,93,H,U,2,188,,,,16,23,A,1.47,2.09,1.47,2.93,1.47,2.75
2013,12,Dec,3:00,12/12/2013 3:00,12/11/2013 19:00,USA,NBA ,2013/2014,Regular,Sacramento Kings,Utah Jazz,SAC,UTA,101,122,A,O,21,223,,,,23,26,A,1.36,2.09,1.34,3.56,1.32,3.50
2013,12,Dec,1:00,12/12/2013 1:00,12/11/2013 17:00,USA,NBA ,2013/2014,Regular,Milwaukee Bucks,San Antonio Spurs,MIL,SAS,77,109,A,U,32,186,,,,16,32,A,2.14,1.15,6.69,1.14,6.00,1.14
2013,12,Dec,1:00,12/12/2013 1:00,12/11/2013 17:00,USA,NBA ,2013/2014,Regular,New Orleans Pelicans,Detroit Pistons,NOP,DET,111,106,H,O,5,217,OT,96,96,29,28,H,1.62,2.54,1.60,2.50,1.62,2.40
2013,12,Dec,1:00,12/12/2013 1:00,12/11/2013 17:00,USA,NBA ,2013/2014,Regular,New York Knicks,Chicago Bulls,NYK,CHI,83,78,H,U,5,161,,,,15,17,A,1.70,2.29,1.70,2.29,1.68,2.25
2013,12,Dec,4:00,12/12/2013 1:00,12/11/2013 17:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC,100,116,A,O,16,216,,,,22,25,A,2.13,1.47,3.10,1.43,3.25,1.36
2013,12,Dec,1:00,12/12/2013 1:00,12/11/2013 17:00,USA,NBA ,2013/2014,Regular,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,106,99,H,U,7,205,,,,20,39,A,1.11,2.15,1.11,8.04,1.10,7.50
2013,12,Dec,0:30,12/12/2013 0:30,12/11/2013 16:30,USA,NBA ,2013/2014,Regular,Boston Celtics,Los Angeles Clippers,BOS,LAC,88,96,A,U,8,184,,,,23,20,H,3.00,1.45,3.05,1.43,3.00,1.41
2013,12,Dec,0:00,12/12/2013 0:00,12/11/2013 16:00,USA,NBA ,2013/2014,Regular,Charlotte Hornets,Orlando Magic,CHA,ORL,83,92,A,U,9,175,,,,18,16,H,1.45,2.07,1.43,3.10,1.40,3.10
2013,11,Dec,3:30,12/11/2013 3:30,12/10/2013 19:30,USA,NBA ,2013/2014,Regular,Los Angeles Lakers,Phoenix Suns,LAL,PHX,108,114,A,O,6,222,,,,21,26,A,1.72,2.31,1.69,2.30,1.66,2.30
2013,11,Dec,1:00,12/11/2013 1:00,12/10/2013 17:00,USA,NBA ,2013/2014,Regular,Chicago Bulls,Milwaukee Bucks,CHI,MIL,74,78,A,U,4,152,,,,14,20,A,1.28,3.90,1.30,3.92,1.27,3.90
2013,11,Dec,0:30,12/11/2013 0:30,12/10/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Oklahoma City Thunder,ATL,OKC,92,101,A,U,9,193,,,,21,21,D,2.15,1.53,2.71,1.53,2.70,1.50
2013,11,Dec,0:30,12/11/2013 0:30,12/10/2013 16:30,USA,NBA ,2013/2014,Regular,Brooklyn Nets,Boston Celtics,BKN,BOS,104,96,H,U,8,200,,,,31,20,H,1.79,2.18,1.78,2.16,1.76,2.10
2013,11,Dec,0:30,12/11/2013 0:30,12/10/2013 16:30,USA,NBA ,2013/2014,Regular,Detroit Pistons,Minnesota Timberwolves,DET,MIN,94,121,A,U,27,215,,,,32,33,A,1.92,1.99,1.92,1.99,1.86,1.95
2013,11,Dec,0:00,12/11/2013 0:00,12/10/2013 16:00,USA,NBA ,2013/2014,Regular,Cleveland Cavaliers,New York Knicks,CLE,NYK,109,94,H,U,15,203,,,,31,19,H,1.75,2.21,1.76,2.20,1.74,2.15
2013,11,Dec,0:00,12/11/2013 0:00,12/10/2013 16:00,USA,NBA ,2013/2014,Regular,Indiana Pacers,Miami Heat,IND,MIA,90,84,H,U,6,174,,,,19,30,A,1.68,1.87,1.69,2.30,1.66,2.30
2013,11,Dec,0:00,12/11/2013 0:00,12/10/2013 16:00,USA,NBA ,2013/2014,Regular,Toronto Raptors,San Antonio Spurs,TOR,SAS,103,116,A,O,13,219,,,,36,24,H,2.19,1.32,3.92,1.30,3.80,1.27
2013,10,Dec,3:00,12/10/2013 3:00,12/9/2013 19:00,USA,NBA ,2013/2014,Regular,Sacramento Kings,Dallas Mavericks,SAC,DAL,112,97,H,U,15,209,,,,34,23,H,2.68,1.56,2.58,1.57,2.70,1.50
2013,10,Dec,2:00,12/10/2013 2:00,12/9/2013 18:00,USA,NBA ,2013/2014,Regular,Utah Jazz,Portland Trail Blazers,UTA,POR,94,105,A,U,11,199,,,,22,22,D,3.74,1.34,3.69,1.33,3.60,1.31
2013,10,Dec,1:00,12/10/2013 1:00,12/9/2013 17:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Orlando Magic,MEM,ORL,94,85,H,U,9,179,,,,23,16,H,1.22,5.10,1.21,5.08,1.20,4.75
2013,10,Dec,0:00,12/10/2013 0:00,12/9/2013 16:00,USA,NBA ,2013/2014,Regular,Charlotte Hornets,Golden State Warriors,CHA,GSW,115,111,H,O,4,226,,,,27,21,H,2.98,1.45,3.02,1.44,3.00,1.41
2013,10,Dec,0:00,12/10/2013 0:00,12/9/2013 16:00,USA,NBA ,2013/2014,Regular,Philadelphia 76ers,Los Angeles Clippers,PHI,LAC,83,94,A,U,11,177,,,,17,23,A,4.65,1.26,4.22,1.27,4.10,1.25
2013,10,Dec,0:00,12/10/2013 0:00,12/9/2013 16:00,USA,NBA ,2013/2014,Regular,Washington Wizards,Denver Nuggets,WAS,DEN,74,75,A,U,1,149,,,,22,18,H,2.16,1.82,2.10,1.83,2.05,1.80
2013,9,Dec,2:30,12/9/2013 2:30,12/8/2013 18:30,USA,NBA ,2013/2014,Regular,Los Angeles Lakers,Toronto Raptors,LAL,TOR,94,106,A,U,12,200,,,,20,30,A,1.47,2.11,1.46,2.95,1.44,2.85
2013,9,Dec,0:00,12/9/2013 0:00,12/8/2013 16:00,USA,NBA ,2013/2014,Regular,Houston Rockets,Orlando Magic,HOU,ORL,98,88,H,U,10,186,,,,28,18,H,1.10,8.80,1.10,8.60,1.09,8.00
2013,9,Dec,0:00,12/9/2013 0:00,12/8/2013 16:00,USA,NBA ,2013/2014,Regular,Oklahoma City Thunder,Indiana Pacers,OKC,IND,118,94,H,U,24,212,,,,28,18,H,1.56,2.72,1.53,2.71,1.52,2.67
2013,8,Dec,23:00,12/8/2013 23:00,12/8/2013 15:00,USA,NBA ,2013/2014,Regular,Detroit Pistons,Miami Heat,DET,MIA,95,110,A,U,15,205,,,,21,29,A,2.56,1.59,2.51,1.60,2.50,1.58
2013,8,Dec,17:00,12/8/2013 17:00,12/8/2013 9:00,USA,NBA ,2013/2014,Regular,New York Knicks,Boston Celtics,NYK,BOS,73,114,A,U,41,187,,,,11,34,A,1.48,2.15,1.50,2.80,1.44,2.85
2013,8,Dec,3:00,12/8/2013 3:00,12/7/2013 19:00,USA,NBA ,2013/2014,Regular,Portland Trail Blazers,Dallas Mavericks,POR,DAL,106,108,A,U,2,214,,,,30,28,H,1.45,3.12,1.43,3.05,1.40,3.05
2013,8,Dec,2:00,12/8/2013 2:00,12/7/2013 18:00,USA,NBA ,2013/2014,Regular,Utah Jazz,Sacramento Kings,UTA,SAC,102,112,A,U,10,214,OT,97,97,24,23,H,1.81,2.17,1.79,2.14,1.74,2.15
2013,8,Dec,1:30,12/8/2013 1:30,12/7/2013 17:30,USA,NBA ,2013/2014,Regular,Milwaukee Bucks,Brooklyn Nets,MIL,BKN,82,90,A,U,8,172,,,,18,20,A,2.31,1.68,2.33,1.68,2.30,1.66
2013,8,Dec,1:30,12/8/2013 1:30,12/7/2013 17:30,USA,NBA ,2013/2014,Regular,San Antonio Spurs,Indiana Pacers,SAS,IND,100,111,A,U,11,211,,,,28,20,H,1.68,1.78,1.66,2.37,1.62,2.40
2013,8,Dec,1:00,12/8/2013 1:00,12/7/2013 17:00,USA,NBA ,2013/2014,Regular,Chicago Bulls,Detroit Pistons,CHI,DET,75,92,A,U,17,167,,,,24,25,A,1.53,2.10,1.55,2.64,1.55,2.60
2013,8,Dec,1:00,12/8/2013 1:00,12/7/2013 17:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Golden State Warriors,MEM,GSW,82,108,A,U,26,190,,,,19,29,A,1.91,1.91,1.95,1.95,1.86,1.95
2013,8,Dec,1:00,12/8/2013 1:00,12/7/2013 17:00,USA,NBA ,2013/2014,Regular,Minnesota Timberwolves,Miami Heat,MIN,MIA,82,103,A,U,21,185,,,,25,24,H,3.22,1.40,3.31,1.38,3.20,1.37
2013,8,Dec,0:30,12/8/2013 0:30,12/7/2013 16:30,USA,NBA ,2013/2014,Regular,Cleveland Cavaliers,Los Angeles Clippers,CLE,LAC,88,82,H,U,6,170,,,,29,23,H,2.14,1.42,3.31,1.38,3.15,1.38
2013,8,Dec,0:00,12/8/2013 0:00,12/7/2013 16:00,USA,NBA ,2013/2014,Regular,Philadelphia 76ers,Denver Nuggets,PHI,DEN,92,103,A,U,11,195,,,,27,25,H,3.34,1.37,3.35,1.38,3.30,1.35
2013,7,Dec,3:00,12/7/2013 3:00,12/6/2013 19:00,USA,NBA ,2013/2014,Regular,Portland Trail Blazers,Utah Jazz,POR,UTA,130,98,H,O,32,228,,,,39,22,H,1.11,2.09,1.13,7.38,1.11,7.00
2013,7,Dec,3:00,12/7/2013 3:00,12/6/2013 19:00,USA,NBA ,2013/2014,Regular,Sacramento Kings,Los Angeles Lakers,SAC,LAL,100,106,A,U,6,206,,,,30,28,H,1.65,2.34,1.65,2.40,1.60,2.45
2013,7,Dec,2:00,12/7/2013 2:00,12/6/2013 18:00,USA,NBA ,2013/2014,Regular,Phoenix Suns,Toronto Raptors,PHX,TOR,106,97,H,U,9,203,,,,27,27,D,1.57,2.10,1.55,2.65,1.55,2.60
2013,7,Dec,1:00,12/7/2013 1:00,12/6/2013 17:00,USA,NBA ,2013/2014,Regular,Houston Rockets,Golden State Warriors,HOU,GSW,105,83,H,U,22,188,,,,31,12,H,1.51,2.86,1.50,2.81,1.45,2.80
2013,7,Dec,1:00,12/7/2013 1:00,12/6/2013 17:00,USA,NBA ,2013/2014,Regular,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,95,109,A,U,14,204,,,,26,24,H,2.18,1.54,2.73,1.52,2.80,1.45
2013,7,Dec,0:30,12/7/2013 0:30,12/6/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,108,89,H,U,19,197,,,,37,20,H,1.38,2.10,1.38,3.35,1.38,3.15
2013,7,Dec,0:30,12/7/2013 0:30,12/6/2013 16:30,USA,NBA ,2013/2014,Regular,Boston Celtics,Denver Nuggets,BOS,DEN,106,98,H,U,8,204,,,,39,15,H,2.09,1.54,2.66,1.54,2.67,1.52
2013,7,Dec,0:30,12/7/2013 0:30,12/6/2013 16:30,USA,NBA ,2013/2014,Regular,New York Knicks,Orlando Magic,NYK,ORL,121,83,H,U,38,204,,,,28,31,A,1.54,2.76,1.53,2.71,1.50,2.70
2013,7,Dec,0:00,12/7/2013 0:00,12/6/2013 16:00,USA,NBA ,2013/2014,Regular,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,105,88,H,U,17,193,,,,36,33,H,1.46,2.15,1.43,3.10,1.41,3.00
2013,7,Dec,9:00,12/7/2013 0:00,12/6/2013 16:00,USA,NBA ,2013/2014,Regular,Washington Wizards,Milwaukee Bucks,WAS,MIL,105,109,A,U,4,214,OT,102,102,30,34,A,1.17,2.09,1.19,5.42,1.16,5.50
2013,6,Dec,2:30,12/6/2013 2:30,12/5/2013 18:30,USA,NBA ,2013/2014,Regular,Chicago Bulls,Miami Heat,CHI,MIA,107,87,H,U,20,194,,,,29,20,H,2.13,1.51,2.81,1.50,2.75,1.47
2013,6,Dec,1:00,12/6/2013 1:00,12/5/2013 17:00,USA,NBA ,2013/2014,Regular,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,81,101,A,U,20,182,,,,20,18,H,1.93,2.02,1.83,2.09,1.80,2.05
2013,6,Dec,0:00,12/6/2013 0:00,12/5/2013 16:00,USA,NBA ,2013/2014,Regular,Brooklyn Nets,New York Knicks,BKN,NYK,83,113,A,U,30,196,,,,23,29,A,1.97,1.97,1.95,1.95,1.95,1.86
2013,5,Dec,3:00,12/5/2013 3:00,12/4/2013 19:00,USA,NBA ,2013/2014,Regular,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,111,104,H,U,7,215,,,,25,27,A,1.78,2.23,1.72,2.25,1.74,2.15
2013,5,Dec,2:00,12/5/2013 2:00,12/4/2013 18:00,USA,NBA ,2013/2014,Regular,Utah Jazz,Indiana Pacers,UTA,IND,86,95,A,U,9,181,,,,23,17,H,2.07,1.24,4.46,1.25,4.25,1.23
2013,5,Dec,1:00,12/5/2013 1:00,12/4/2013 17:00,USA,NBA ,2013/2014,Regular,Houston Rockets,Phoenix Suns,HOU,PHX,88,97,A,U,9,185,,,,20,25,A,1.16,6.60,1.17,5.80,1.16,5.50
2013,5,Dec,1:00,12/5/2013 1:00,12/4/2013 17:00,USA,NBA ,2013/2014,Regular,Milwaukee Bucks,Detroit Pistons,MIL,DET,98,105,A,U,7,203,,,,19,26,A,2.76,1.54,2.71,1.53,2.70,1.50
2013,5,Dec,1:00,12/5/2013 1:00,12/4/2013 17:00,USA,NBA ,2013/2014,Regular,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,97,100,A,U,3,197,,,,24,27,A,1.89,2.07,1.87,2.04,1.83,2.00
2013,5,Dec,0:30,12/5/2013 0:30,12/4/2013 16:30,USA,NBA ,2013/2014,Regular,Atlanta Hawks,Los Angeles Clippers,ATL,LAC,107,97,H,U,10,204,,,,29,21,H,2.08,1.63,2.47,1.61,2.45,1.60
2013,5,Dec,0:00,12/5/2013 0:00,12/4/2013 16:00,USA,NBA ,2013/2014,Regular,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,98,88,H,U,10,186,,,,31,24,H,2.60,1.51,2.66,1.54,2.70,1.50
